area,year,title,url
전국,21년, 2021년 전통시장 장바구니 콘테스트 개최 공고,https://www.sbiz.or.kr/sup/ssup_c01/1220377_1463.jsp?gubun=policyt_market
전국,21년, 2021년 청년상인 온라인 상세페이지 제작지원 참여상인 모집 공고,https://www.sbiz.or.kr/sup/ssup_c01/1220222_1463.jsp?gubun=policyt_market
